Reviewer Name,Review Title,Review Paragraph,Star Rating,Review Date
Ajay Thakkar,Perfect product!,As usual iphone is best n also flipkart for selling genuine products,5,"Jan, 2020"
Flipkart Customer,Excellent,"great deal by Flipkart
great phone
I will definitely get a good phone for what you are paying some extra ...",5,"Jan, 2020"
Alok kumar Sundaray,Excellent,:thumbs_up::thumbs_up::thumbs_up::thumbs_up: As expected,5,"Jan, 2020"
Chandra Shekhar Parashar,Terrific,No doubt .. iPhone is above all the Mobiles..,5,"Jan, 2020"
piyush lath,Highly recommended,"#Awesome iPhone
#original",5,"Jan, 2020"
Parveen Rathi,Perfect product!,good phone,5,"Jan, 2020"
MOHAMMAD ADIL KHAN,Wonderful,It's Not Just a Phone It's an iPhone:smiling_face_with_sunglasses:,5,"Jan, 2020"
Mihir Gharai,Terrific purchase,Good,5,"Jan, 2020"
maheshbhai rajendrabhai parmar,Perfect product!,Good product,5,"Jan, 2020"
Habeeb Shaik,Fabulous!,Best Price,5,"Jan, 2020"
Shivasai reddy Mereddy,Must buy!,Worth it,5,"Jan, 2020"
Nirav Kothari,Terrific purchase,this i phone 7 is really like a great and nice phones thanks flipkart,5,"Jan, 2020"
Flipkart Customer,Value-for-money,"The phone is great value for money, this is my first iOS device and I bought it in 2020, I don’t feel this device is outdated. But battery is too small in this price range.",4,"Jan, 2020"
Shamsher Alam,Pretty good,Nice camera & exellent features,4,"Nov, 2019"
Vivek Bhardwaj,Classy product,excellent,5,"Nov, 2019"
nitin Tanwar,Mind-blowing purchase,nice,5,"Jan, 2020"
RISHI G.,Terrific,GOOD & ORIGINAL PHONE,5,"Jan, 2020"
Arun S,Highly recommended,Symbol of excellent:red_apple:,5,"Jan, 2020"
Tanmoy Ghosh,Just wow!,Nice phone.. thanks to FLIPKART.. dream comes true..:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,5,"Jan, 2020"
Narender Kumar,Brilliant,very nice,5,"Jan, 2020"
Manikandan K,Did not meet expectations,Don't buy Flipkart after one month motherboard complant I hate Flipkart :angry_face::angry_face::angry_face::angry_face::angry_face::angry_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,1,"Jan, 2020"
Flipkart Customer,Good quality product,"Earlier i was using 5S and SE ; looking for handy phone ; i found it best at this price ... coz no other apple is smaller thn this now :zany_face:
Battery life is very good; performance is quite good for daily purpose .
Note : i don’t play games on this.

Overall... best value for money",4,"Jan, 2020"
Keyur Patel,Perfect product!,Simply amazing :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,5,"Jan, 2020"
Manam Navaneeswar,Super!,good,5,"Jan, 2020"
sarvepalliomkaram,Worth every penny,Super,5,"Jan, 2020"
Manish Pandey,Does the job,Battery backup issue,3,"Jan, 2020"
Pradeep Kumar,Best in the market!,GOOD PRODUCT,5,"Nov, 2019"
Omkar Jadhav,Decent product,Battery health was 99% in 2 days,3,"Jan, 2020"
ANAND KUMAR SINGH,Terrific,I am fully satisfied,5,"Jan, 2020"
ASISH KUMAR,Awesome,It's too amazing :face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:,5,"Jan, 2020"
Parth Singh,Just wow!,Perfect,5,"Jan, 2020"
Basavaraja M,Mind-blowing purchase,Mobile is amazing but battery backup is low,5,"Jan, 2020"
manohar reddy,Highly recommended,Iphone is always have a very good performance,5,"Jan, 2020"
DHIRAJ MISHRA,Very Good,Good,4,"Jan, 2020"
Kanchan Kumar,Highly recommended,superb,5,"Jan, 2020"
Aqdas Musharraf,Worthless,"96% battery life of a new device?
may be they are reselling the old unsold items",1,"Jan, 2020"
Suraj Kumar,Excellent,Thank u,5,"Nov, 2019"
Pappu Mondal,Good,awesome,3,"Jan, 2020"
Dipesh Kadam,Nice,I realized the phone battery performance has not up to mark only u can use daily continuously 4 to 5 hr max but other thinks r too good like performance nd all,3,"Jan, 2020"
Vinay Kumar Singh,Value-for-money,good performance and i have no words for this because he is also good product no any more doubt,4,"Nov, 2019"
Prasenjeet Sinha,Good,"fantastic purchase under 25k...... super size..... don't update to iOS 13 now..... it's buggy ...... wait for stable update....

Review after 20 days of use... Battery health decrease to 99% within 20 days.....",3,"Jan, 2020"
Aman Kumar,Really Nice,osm phone i like it....,4,"Jan, 2020"
prateek jaiswal,Does the job,I phone 7 is good. But its outdated. In 2020.,3,"Jan, 2020"
sachin mali,Terrible product,adapter of charger is not capable to handle the punctuation of electricity,1,"Jan, 2020"
Flipkart Customer,Awesome,Good,5,"Jan, 2020"
Kishan Jha,Worth every penny,Very nice phone,5,"Jan, 2020"
avinash Kumar,Brilliant,super product,5,"Nov, 2019"
Subha Debnath,Mind-blowing purchase,damn good,5,"Jan, 2020"
Ashwin Chauhan,Best in the market!,Good,5,"Jan, 2020"
Ali Adoni,Excellent,Best quality,5,"Jan, 2020"
Flipkart Customer,Highly recommended,great phone for long term use,5,"Jan, 2020"
Prit Tejani,Simply awesome,Nice,5,"Jan, 2020"
Harsh Tagawal,Simply awesome,LoVe appLe I really love this phone,5,"Nov, 2019"
Flipkart Customer,Did not meet expectations,battery backup poor,1,"Jan, 2020"
Ankit Gupta,Must buy!,Good,5,"Jan, 2020"
Ravi Devnath,Moderate,"I haven't opened the box yet, but I can already see the phone. I mean the carton is pretty damaged. And bro I'm ordering a phone to 45,000, shouldn't you use bubble wrap?! Disgusting.",2,"Jan, 2020"
Mohammad Rais,Just wow!,Thank you flipkart,5,"Jan, 2020"
Gulshan Badhal,Value-for-money,very nice product,4,"Jan, 2020"
rajan,Worth every penny,Great service Flipkart,5,"Jan, 2020"
Ajinkya Shinde,Must buy!,Thank you,5,"Jan, 2020"
ASHUTOSH KUMAR,Awesome,Daily Uses in Best Phone,5,"Jan, 2020"
Mahaboob Ali,Must buy!,"Excellent phone best price
Same fhone in apple store 29999
But Flipkart price is 24999
Thanks Flipkart",5,"Nov, 2019"
Paramjeet Singh,Awesome,Excellent,5,"Jan, 2020"
Suman Yadav,Very Good,very nice,4,"Jan, 2020"
Jitendra Upadhyay,Just wow!,Good product,5,"Jan, 2020"
Himanshu Tiwari,Fair,Flipkart do not provide return policy on my purchase off this mobile which was very disappointing. Hate this man,3,"Jan, 2020"
Sanjeev Singh,Delightful,Phone is good but it has some network issue otherwise fine.,4,"Jan, 2020"
Raunak Kumar,Just wow!,Handy product.,5,"Jan, 2020"
prateek razz,Terrific,Excellent device :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:,5,"Jan, 2020"
Dharmendra Kohli,Super!,best phone only one problem battery,5,"Jan, 2020"
Rishabh Awasthi,Wonderful,No doubt its an amazing product and since we all know that apple products are premium so no issue with the quality and performance but the only issue is the battery as i have to charge it twice a day as i am a very high user of mobile data and applications but all in all no complaints,5,"Jan, 2020"
Dheerendra Kumar,Unsatisfactory,bad experience।।by by Flipkart।,1,"Jan, 2020"
yashwant vangari,Good,"Good,
But i have not received lightning to USB cable in my box",3,"Jan, 2020"
Kappal durai,Wonderful,Awesome,5,"Jan, 2020"
kousik bera,Highly recommended,very good,5,"Nov, 2019"
TARUN KUMAR GOYAL,Wonderful,Excellent,5,"Jan, 2020"
Amit Singh,Classy product,Best smart phone,5,"Jan, 2020"
Harpreet Singh Arora,Simply awesome,Good phone ji.,5,"Jan, 2020"
Manan Agarwal,Buy only if you're an iPhone/Apple fan,Worth spending.,5,"Jan, 2020"
Malay Chattaraj,Nice product,Average mobile battery life not good,4,"Jan, 2020"
Nallamolu Srinivas,Highly recommended,nice mobile,5,"Jan, 2020"
Nikhil Dubey,Just wow!,best phone under 30K,5,"Jan, 2020"
Gokul,Wonderful,After the usage of 2 months battery is gone and i have changed my mobile using warranty,4,"Jan, 2020"
RAM Narwat,Must buy!,very good,5,"Jan, 2020"
Flipkart Customer,Terrific,Good mobile,5,"Jan, 2020"
Sunil Tewatia,Great product,money worth phone,5,"Jan, 2020"
Flipkart Customer,Super!,Awesome product. Nothing like it.,5,"Jan, 2020"
Darshan H v,Just okay,Side general and silent button and also rear camera side Strip color is fading down,3,"Jan, 2020"
Flipkart Customer,Classy product,Nice pic,5,"Jan, 2020"
Jagrav Verma,Just wow!,Amazing :beating_heart:,5,"Jan, 2020"
Sameer Khan,Highly recommended,phone was awesome one day before delivery original product no doubt .when I receive parcel I not removed plastic protective skin from phone I use started phone I face hearing problem many questions come in my heart about quality of the product after five six hours I noticed plastic protective skin I removed it finally then no problem of hearing . awesome phone no doubt about quality,5,"Nov, 2019"
Prashant Sagar,Best in the market!,most important is product 100% original thank you so much Flipkart,5,"Jan, 2020"
Atanu Kundu,Waste of money!,battery quality is very bad.,1,"Jan, 2020"
goutam behera,Perfect product!,so beautifull,5,"Nov, 2019"
Flipkart Customer,Brilliant,best phone,5,"Jan, 2020"
Mohd Aslam,Very Good,Very gud phone...,4,"Jan, 2020"
Sayyed Arshiya,Mind-blowing purchase,I llllloooovvvveeee itttttt,5,"Jan, 2020"
gunjeet bawa,Worth every penny,good,5,"Jan, 2020"
Satish Vishwakarma,Highly recommended,Good For Professionals,5,"Jan, 2020"
Abhishek Sharma,Highly recommended,Original product after 2 years no problem in the phone,5,"Jan, 2020"
ganesh ubale,Perfect product!,thanks for fast delivery,5,"Jan, 2020"
Prakash Talwar,Just wow!,Excellent.. 100'/. satisfaction..tq flipkart,5,"Nov, 2019"
Selva Pandian,Wonderful,super mobile but battery back up very low,5,"Jan, 2020"
AM. Rajan,Brilliant,very good,5,"Jan, 2020"
MANISH UPADHYAY,Perfect product!,Good,5,"Jan, 2020"
Rahmath P k,Worth every penny,Nice.............but the box not included headset connector but the I phone is super good,5,"Jan, 2020"
Flipkart Customer,Best in the market!,Good One,5,"Jan, 2020"
Madhu sudhan,Worth every penny,superb,5,"Nov, 2019"
Sukesh K,Great product,Good product and good delivery,5,"Nov, 2019"
Vijay singh Shaktawat,Bad quality,camera quality is too bad...dont buy,2,"Jan, 2020"
UBENDHIRAN U S,Awesome,good super mobile but massss sema mobile good,5,"Nov, 2019"
Durwas Paringe,Fabulous!,Nice,5,"Nov, 2019"
Parnika Dholam,Decent product,"Good , battery low fast",3,"Jan, 2020"
Manoj Jadhav,Brilliant,Value for money . Thank You Flipkart,5,"Nov, 2019"
Lokesh Jain,Value-for-money,NiceProduct,4,"Jan, 2020"
Dhananjay Srivastav,Best in the market!,"Just amazing, unmatched performance and price as well",5,"Jan, 2020"
Rahul Pundir,Excellent,Product is good but In box their is no lighting to 3.5mm jack .,5,"Jan, 2020"
Pinky Jadhav,Worth the money,not bad,4,"Nov, 2019"
Tholkappian S,Classy product,Super :smiling_face_with_heart-eyes:,5,"Jan, 2020"
Rajat Mamoia,Great product,"Apple product is very fabulous i used since 2011
Don’t hesitate just buy
But apple iphone feels only in single button not in X series",5,"Jan, 2020"
Prosenjit Talukder,Very Good,Apple is Apple,4,"Jan, 2020"
NITIN BOYAL,Must buy!,Awesome,5,"Jan, 2020"
NET RAM VERMA,Perfect product!,Excellent phone,5,"Jan, 2020"
Flipkart Customer,Simply awesome,fast delivery on time!,5,"Jan, 2020"
Chandan Sahu,Wonderful,nice :OK_hand: iPhone 7 camera,5,"Nov, 2019"
BARUN KUMAR,Simply awesome,Best,5,"Jan, 2020"
Flipkart Customer,Excellent,very nice product,5,"Nov, 2019"
SMRUTI RANJAN MISHRA,Perfect product!,nice,5,"Jan, 2020"
sandeep kumar,Simply awesome,nyc product,5,"Jan, 2020"
Navas Shareef,Worth every penny,Good,5,"Jan, 2020"
vivek gupta,Great product,Nice phone ...Gifted to Brother in law and he is very happy,5,"Jan, 2020"
Flipkart Customer,Simply awesome,Good,5,"Jan, 2020"
Manoj K,Terrific,Good product,5,"Jan, 2020"
Mrinal Ray,Awesome,awesome,5,"Nov, 2019"
Abhisek Chakraborty,Fabulous!,Awesome product within25k,5,"Jan, 2020"
subin sudhakaran,Terrific purchase,as all iphones its good...as comparing to price range oneplus 7 and s9 ...camera is bit ...lesser range...otherwise battery range and display range is good.,5,"Jan, 2020"
Pooja T s,Terrific,beautiful gifted my hubby,5,"Jan, 2020"
Flipkart Customer,Mind-blowing purchase,Received on time working good,5,"Jan, 2020"
Flipkart Customer,Highly recommended,GOOD,5,"Jan, 2020"
Flipkart Customer,Terrible product,"Got defective piece, mobile touch is not working properly",1,"Jan, 2020"
Durgarao BATTULA,Terrific purchase,"Simple good,,,",5,"Jan, 2020"
Aditya Chhetry,Wonderful,"This is a smartphone with great caliber. A good deal made with flipkart at 24,000/-.",5,"Nov, 2019"
Biswajit Halder,Very Good,Nice but battery backup is very bad,4,"Jan, 2020"
prabhakarreddy kamireddy,Wonderful,Good,4,"Jan, 2020"
Ramana Yaram,Brilliant,good,5,"Nov, 2019"
ADDHYAN MONDAL,Good choice,Nice,4,"Nov, 2019"
UTTAM THAPA,Fair,i like the product and built quality of mobile as always expecting from the brand like apple but only issue is battery drain like anything and most disappointed part is the headphone comes with 8pin jack and my headphone is stop working and after that i not able to figure out exactly issue i tried other iphone headphones too but its not working.,3,"Nov, 2019"
SUTONU CHAKRABORTY,Classy product,Good product.,5,"Jan, 2020"
Flipkart Customer,Worthless,dislay wer damaged,1,"Jan, 2020"
Sudip Kar,Brilliant,just go for it. it's awesome.,5,"Jan, 2020"
Flipkart Customer,Simply awesome,SUPERB MOBILE THANK YOU Flipkart,5,"Nov, 2019"
HAADI ALOM MOHD JAHANGIR,Don't waste your money,The lightning cable in the box is damaged.,1,"Nov, 2019"
Mukesh Kumar,Good,"most of the apps which work on Android, doesn't work on iPhone. customization is negligible. too costly for specs..",3,"Jan, 2020"
Naveenkumar M,Terrific purchase,good,5,"Jan, 2020"
ESHAN KUMAR SINGH,Super!,Good performance,5,"Jan, 2020"
Flipkart Customer,Excellent,"It’s a Orginal apple product
I verified my imei number in apple website
All details are available there correctly",5,"Jan, 2020"
neha k,Really Nice,"the iphone is great and got it on a discounted amount on flipkart
the only problem is with their exchange policy with which they try to make a fool of costumer
its better to not even consider the product exchange amount
rest there is not much of an issue with the phone other than battery which actually charges and discharges very fast",4,"Nov, 2019"
Karthik Samanta,Simply awesome,Sorry,5,"Jan, 2020"
Manish Goyal,Fabulous!,just awesome :face_blowing_a_kiss:,5,"Jan, 2020"
Manoj kumar Pusti,Mind-blowing purchase,Product is very bad,5,"Jan, 2020"
VIVEK SINGH,Good quality product,good product,4,"Jan, 2020"
Flipkart Customer,Really Nice,good,4,"Jan, 2020"
Flipkart Customer,Don't waste your money,The battery health is 99 really disappointed,1,"Jan, 2020"
Rajaram R,Best in the market!,Good product,5,"Jan, 2020"
Akash singh,Mind-blowing purchase,Nice phone,5,"Jan, 2020"
VK Sharma,Just okay,This phone is heating after updating the OS 13.2,3,"Nov, 2019"
Flipkart Customer,Worth the money,good,4,"Jan, 2020"
Sivasobh Parannattil,Worth every penny,"Best phone under 25k , good build ,great performance, good rear camera . Only disappointment is front camera. If you are not a selfy person.best choice.",5,"Jan, 2020"
Abdul Azimkhan Nasirkhan,Unsatisfactory,Its not with ios 13 so dont cheat customers and please don’t purchase this iphone as they are cheating the customer i will also recommend everyone not to purchase any apple products.Even after complaining flipkart they also don’t help in this regard.so don’t purchase this product as in description it shows its is with ios 13 but it comes with ios 12 please don’t purchase.I will tell everyone not to purchase apple products.,1,"Jan, 2020"
Manisha Pandey,Slightly disappointed,Cons: Battery drain very fast. Slow charging. Heat issues. Rest all good.,2,"Jan, 2020"
Vikram Pal,Useless product,earphones are not working,1,"Jan, 2020"
Its Me,Wonderful,buy it if you have spare 25k for a nice comfortable side phone,5,"Jan, 2020"
Flipkart Customer,Good,Just ok,3,"Nov, 2019"
VINOD KUMAR SHARMA,Fair,product is good but flipkart delivery is very slow and late...,3,"Nov, 2019"
Praveen Kumar Polasa,Super!,good,5,"Jan, 2020"
Flipkart Customer,Perfect product!,Awesome phone,5,"Jan, 2020"
Shalini Gupta,Super!,Worth it..,5,"Jan, 2020"
Priyanka Vij,Really Nice,Good,4,"Jan, 2020"
Gurpreet Singh,Just wow!,It’s a great phone by apple I was hard core android user before buying this phone I had doubt on battery and performance in 2 gb ram but trust me guys this phone is blazing fast even 2gb of ram beats so called android flagship with 6to 8 ram and battery seems to be 1950 mah but it’s equivalent to android 3000 to 3500 battery it’s great deal in this price point go for it guys,5,"Jan, 2020"
Bhagyashri Zadke,Perfect product!,very nice,5,"Dec, 2019"
Hareesh Kumar,Excellent,nic bought from 24499 osm quliety,5,"Nov, 2019"
Ravish Singh,Super!,I am so happy with apple products.,5,"Dec, 2019"
kona rao,Excellent,The mobile was awesome the camera is best in class the only problem with mobile is draining fastly. I got this only for 23599,4,"Dec, 2019"
rahul teotia,Worth every penny,Best phone and superfast dlvry by flipkart,5,"Dec, 2019"
Flipkart Customer,Perfect product!,Very nice :hundred_points:,5,"Dec, 2019"
Teja Chitturi,Just wow!,good,5,"Dec, 2019"
yogi m,Terrific purchase,Good phone. Happy with my first purchase from Apple.,5,"Dec, 2019"
Reyansh Choudhary,Fabulous!,nice phone,5,"Dec, 2019"
Mathew Suvisesh,Wonderful,"If you use once iPhone whatever phone may be even latest model phone,you won’t go for it ,simply super...",5,"Dec, 2019"
Robin N T,Worth every penny,Good,5,"Nov, 2019"
Flipkart Customer,Wonderful,excellent product,5,"Nov, 2019"
Flipkart Customer,Does the job,it's okay,4,"Dec, 2019"
Shashikant Mulik,Wonderful,Everything is well but phone gets heated up on use for long time,5,"Nov, 2019"
Gulshan Dua,Best in the market!,Perfect purchase !!,5,"Dec, 2019"
Srindh Reddy,Simply awesome,"Received my phone today and it was so good with reasonable price comparatively with iPhone stores.

Thank you Flipkart for expected delivery.",5,"Dec, 2019"
Sohan Lal Sharma,Brilliant,overall is gud,5,"Nov, 2019"
Rohit Kumar,Nice product,Best Mobile Ever,4,"Dec, 2019"
vidhu tyagi,Perfect product!,phone is gud but not happy with flipkart,5,"Dec, 2019"
Flipkart Customer,Fabulous!,"Absolutely go for this , though the phone is launched 3 years before but...apple is always 5 years ahead of its competitors, thus means still 2 years left. :)",5,"Dec, 2019"
Abhishek Mukhopadhyay,Wonderful,awesome phone,5,"Dec, 2019"
Azam Khan,Highly recommended,Very good,5,"Nov, 2019"
Flipkart Customer,Could be way better,Charger not working properly,2,"Dec, 2019"
Abhi shukla,Good choice,Need to improve in battery backup. After all awesome product,4,"Dec, 2019"
Sumit Chhetri,Delightful,worth for money,4,"Dec, 2019"
SHUBHAM SHUKLA,Fabulous!,Item is Good but zooming camera picture is blur,5,"Nov, 2019"
Flipkart Customer,Fair,nice,3,"Dec, 2019"
Bhanu Singh,Must buy!,Very good,5,"Dec, 2019"
Rishav Yagyik,Must buy!,excellent,5,"Dec, 2019"
sandeep gupta,Terrible product,It Stopped working just after 1 year. Apple service guys say that replace or exchange it with a new set by paying full amount. They could not fix the software issue,1,"Dec, 2019"
Kishan Kumar,Best in the market!,"superrrr phone
love this",5,"Dec, 2019"
Anil Kumar,Classy product,"Best phone, Flipkart fast delivery..... Thnks",5,"Dec, 2019"
K.Sudalai Mani,Good quality product,super up,4,"Dec, 2019"
Flipkart Customer,Classy product,Nice,5,"Dec, 2019"
Flipkart Customer,Excellent,best phone,5,"Dec, 2019"
Prasad,Decent product,improve front camera :camera:it's brand no more,3,"Dec, 2019"
Arshad Ahmad Khan,Terrific,"Though a old model but still love it, FK gave a great price too.",5,"Dec, 2019"
Jayesh shivale Shivale,Mind-blowing purchase,Amazing phone :OK_hand:,5,"Dec, 2019"
Flipkart Customer,Good quality product,"Awesome phone, but only concern is battery.",4,"Dec, 2019"
Viswanadhan.N n,Wonderful,good producy,5,"Dec, 2019"
Parikxit Gogoi,Must buy!,"Nice purchase.. Delivery was good within the expected time.. Phone is perfect from all angles except the battery backup..

Android users might get it difficult at first but will get used to it. Just watch any online tutorials from youtube it will help you to know your iPhone more.

Extra Recommendation: Please use bluetooth earphones/ headphones with the phone if possible.",5,"Dec, 2019"
Sonu Rohilla,Decent product,I have purchased this mobile on 24122019. design is good. display is look as iPhone 6. but it has network problem found like when I insert sim in android mobile Internet is working fine but I have same sim insert in iphone it has no internet or speed is seems very slow.,3,"Dec, 2019"
Puneet Pandey,Terrific,"It’s been pleasure every time after buying gadgets from Flipkart.
iPhone 7 is decent phone in this range.",5,"Dec, 2019"
Gurpreet Singh,Pretty good,Apple is always good... But batry is always a challenge,4,"Dec, 2019"
CHARANJEET SINGH,Brilliant,best price,5,"Dec, 2019"
Pankaj Mehta,Classy product,so smooth,5,"Dec, 2019"
Biplab Bhuyan,Super!,jst wow,5,"Dec, 2019"
Abinash Pattanaik,Wonderful,good phone in world....,5,"Dec, 2019"
Haresh Patil,Perfect product!,best phone,5,"Dec, 2019"
Flipkart Customer,Great product,"It’s perfect
Value for money",5,"Dec, 2019"
Flipkart Customer,Classy product,"genuine product, all accessories are original. thanks flipkart :black_heart:",5,"Dec, 2019"
Mukesh Kumar,Classy product,"Best quality = Pictures :OK_hand:
Performance = Smooth :winking_face:
Display + Battery = Normal:relieved_face:
Price = Valuable :face_savoring_food:",5,"Dec, 2019"
PRAVEEN TANWAR,Useless product,bad,1,"Dec, 2019"
Himanshu Pandey,Decent product,"Very poor lighting cable, must be good for that price",3,"Dec, 2019"
RANJIT,Best in the market!,"Good delivery, good service thanks",5,"Dec, 2019"
AVINASH L,Wonderful,Nice one,4,"Dec, 2019"
Sourav Das,Worth every penny,Packaging was too bad . Overall ph running good.,5,"Dec, 2019"
Rajni Saini,Brilliant,Nice phone... Full money worth,5,"Dec, 2019"
Flipkart Customer,Best in the market!,Worth buying,5,"Dec, 2019"
Mohammed Jabbar,Super!,Got delivered quickly thank you good mobile in budget,5,"Dec, 2019"
Sharon Kk,Earphone stoppd wrkng aftr 5 months Now charging also,Its very sad to say my earphone stopped working after 5 months and now i can charge only if the phone is switched off.. otherwise it not getting charged. Did not expect this from apple :( :(,3,"Dec, 2019"
NareNdraN UDAYAKUMAR,Super!,"iPhone 7 this is my first apple product, best experience to use. But lightning to 3.5 mm converter not available in the box.",5,"Dec, 2019"
Lakshmanan M,Terrific purchase,good mobile,5,"Dec, 2019"
Flipkart Customer,Fabulous!,OMG:smiling_face_with_heart-eyes: almost perfect...,5,"Oct, 2019"
Flipkart Customer,Excellent,Awesome product,5,"Dec, 2019"
Niladri Baidya,Great product,no doubt about the product.,5,"Dec, 2019"
Anurag Singh,Good quality product,Nice phone....but Dongal is missing inside a box,4,"Dec, 2019"
Bhaiyu Khan,Just okay,Everything is nice but battery performance in very bed.,3,"Dec, 2019"
Pritesh Katariya,Perfect product!,Awsome Product and Awesome Packing,5,"Dec, 2019"
Ankit Tandon,Good choice,it's very good product in this price but sometimes flash light & ringer not work properly ?,4,"Dec, 2019"
Parveen Saini,Brilliant,Nice,5,"Oct, 2019"
Bibins Baby,Pretty good,Better than 6 or 6s,4,"Dec, 2019"
Rajesh Rawal,Absolute rubbish!,"Flipkart is a bad company
No cash back",1,"Dec, 2019"
azad singh,Terrific purchase,Awesome phone hai but you have to buy 50 GB memory from i cloud.,5,"Dec, 2019"
Kiran S,Delightful,Good,4,"Oct, 2019"
V.charan Sai teja,Fabulous!,where nice,5,"Dec, 2019"
Narender CH,Terrific purchase,Excellent,5,"Dec, 2019"
Prasad Patil,Best in the market!,Worth and valued for my money,5,"Dec, 2019"
Humera Fatima,Wonderful,good,5,"Dec, 2019"
Amol Yeole,Wonderful,Nice,4,"Dec, 2019"
Mrityunjoy Das,Simply awesome,functionally it's too gd... expensive..but best quality provided,5,"Dec, 2019"
Flipkart Customer,Just wow!,Nice,5,"Dec, 2019"
Flipkart Customer,Terrific purchase,Very good,5,"Dec, 2019"
Ayush Gupta,Good choice,iOS 13 wasn’t pre-installed! Rest the phone works fabulous and seamless,4,"Dec, 2019"
Flipkart Customer,Really Nice,Wonderful it fulfills me all features are awesome delivery is on time no breakage no fake promises thanks to flipkart.,4,"Dec, 2019"
GAURAV Kumar,Excellent,excellent,5,"Oct, 2019"
Sandeep Verma,Excellent,Good quality,5,"Dec, 2019"
Santosh kumar,Terrific purchase,"Camera is superb.....natural
I satisfy this product...
If asking about processing than go ahead blindly this product",5,"Oct, 2019"
Flipkart Customer,Good quality product,nice product,4,"Dec, 2019"
Kumaraswamy reddy,Horrible,"Audio having issues, sometimes not getting calls and audio will disconnect in between",1,"Dec, 2019"
Flipkart Customer,Perfect product!,Great experience,5,"Dec, 2019"
Mr Anuj Pandey,Must buy!,its owsm,5,"Dec, 2019"
Flipkart Customer,Mind-blowing purchase,Good Product.,5,"Dec, 2019"
Flipkart Customer,Does the job,Battery back up is low,3,"Dec, 2019"
Shaik Kareemulla,Fabulous!,excellent phone,5,"Dec, 2019"
ASHU SHARMA,Awesome,"Very nice black beauty my iPhone
And thank you apple brand:thumbs_up:",5,"Dec, 2019"
Sannapureddy Harsha Vardhan Reddy,Worthless,Dont buy from flipkart,1,"Dec, 2019"
Flipkart Customer,Best in the market!,AWESOME phone never seen,5,"Dec, 2019"
nazakat ali khan,Great product,Lovely phone thank u flipkart,5,"Dec, 2019"
Mohammad Taufeeq,Perfect product!,awsome purchase on this price thank u flipkart.,5,"Dec, 2019"
Kamal K,Awesome,"Bought this as a secondary phone got it for 24k during offer. Good buy at this price
Product is genuine. Received sealed product check coverage as well and found it ok.",5,"Dec, 2019"
Mithun Sharma,Best in the market!,"excellent phone ,I just don't believe that the price of iPhone is high according to its features",5,"Oct, 2019"
satendra Kumar,Value-for-money,excellent phone good everything.,4,"Dec, 2019"
Vasu Pampana,Nice product,good,4,"Dec, 2019"
Hemant Singh,Awesome,incredible.....,5,"Dec, 2019"
Ankush Kumar,Brilliant,all good only camera not good,5,"Dec, 2019"
Smit Thakkar,Good,battery performance very law,3,"Dec, 2019"
Flipkart Customer,Awesome,Its an amazing device,5,"Dec, 2019"
Flipkart Customer,Excellent,Good,5,"Dec, 2019"
Mohmmad Esrar,Perfect product!,Superb,5,"Dec, 2019"
Yalamarthi Dheeraj chowdary,Wonderful,Phone is good but delivery time is sooo long,4,"Oct, 2019"
Flipkart Customer,Must buy!,Original and genuine product,5,"Dec, 2019"
Radhe Chhapola,Perfect product!,Battery backup is very low and camera quality not be same as accpecteble,5,"Dec, 2019"
Mr. Ajay Prasad,Excellent,"Superb Build Quality
Great Packing By Flipkart
Best Compact Phone Size with BOOM Performance
No Issues.",5,"Dec, 2019"
Sachin Mittal,Super!,Excellent,5,"Dec, 2019"
Bapi Bhakat,Fair,battery backup is very bad,3,"Dec, 2019"
Shubham Antal,Best in the market!,it’s a great phone,5,"Dec, 2019"
Rakesh Singh,Happy with the product,The delivery was on schedule and the phone is working fine till date (10-Dec-2019) which was purchased on 26-Oct-2019,4,"Dec, 2019"
Manjunath Konkane,Expected a better product,dont buy ..no returns worst item @flipcrt,2,"Dec, 2019"
Vivek Mishra,Very poor,display problem this iPhone display in lining..,1,"Dec, 2019"
Mrinal Hazarika,Fair,good,3,"Oct, 2019"
Vaisakh P R,Excellent,Product is awesome. Packing from the side of Flipkart is So Bad,5,"Dec, 2019"
Amrish Sharma,Wonderful,up,5,"Dec, 2019"
Farhanuddin Ahmed,Super!,Best amongst the smartphone universal TY apple,5,"Dec, 2019"
Peeyush Jerith,Very Good,All things are good . but delivery is too late :persevering_face:,4,"Dec, 2019"
Flipkart Customer,Must buy!,"great product, not battery efficient",5,"Dec, 2019"
Jaiparkash,Perfect product!,no hand my iPhone,5,"Dec, 2019"
Aurangzeb Khan,Great product,Gud quality and working,5,"Dec, 2019"
Flipkart Customer,Fair,Nice,3,"Dec, 2019"
Tushar Verma,Highly recommended,pretty good till now. will edit the review after a few months,5,"Dec, 2019"
Sunil Pal,Just wow!,excellent,5,"Dec, 2019"
Shally Singh,Simply awesome,Good phone,5,"Dec, 2019"
